gene.ensembl	gene.sym
ENSMUSG00000107037	Gm29793
ENSMUSG00000108976	Gm29797
ENSMUSG00000107816	Gm29799
ENSMUSG00000108191	Gm29803
ENSMUSG00000103419	Gm29808
ENSMUSG00000104513	Gm29813
ENSMUSG00000107098	Gm29815
ENSMUSG00000107869	Gm29848
ENSMUSG00000083700	Gm2986
ENSMUSG00000102668	Gm29866
ENSMUSG00000101754	Gm2987
ENSMUSG00000092454	Gm2991
ENSMUSG00000108342	Gm29920
ENSMUSG00000103031	Gm29950
ENSMUSG00000108708	Gm29977
ENSMUSG00000000594	Gm2a
ENSMUSG00000096793	Gm3002
ENSMUSG00000104695	Gm30023
ENSMUSG00000095195	Gm3005
ENSMUSG00000090742	Gm3008
ENSMUSG00000105616	Gm3010
ENSMUSG00000095368	Gm3012
ENSMUSG00000095466	Gm3015
ENSMUSG00000107672	Gm3017
ENSMUSG00000104146	Gm30175
ENSMUSG00000108398	Gm30191
ENSMUSG00000109220	Gm30196
ENSMUSG00000079402	Gm3020
ENSMUSG00000090333	Gm3025
ENSMUSG00000090577	Gm3027
ENSMUSG00000102248	Gm30280
ENSMUSG00000096901	Gm3029
ENSMUSG00000091894	Gm3030
ENSMUSG00000104446	Gm30312
ENSMUSG00000093887	Gm3033
ENSMUSG00000103264	Gm30341
ENSMUSG00000090364	Gm3043
ENSMUSG00000090472	Gm3047
ENSMUSG00000104902	Gm30517
ENSMUSG00000101462	Gm3052
ENSMUSG00000091936	Gm3053
ENSMUSG00000094622	Gm3055
ENSMUSG00000103689	Gm30598
ENSMUSG00000102264	Gm30638
ENSMUSG00000109467	Gm30646
ENSMUSG00000104716	Gm30652
ENSMUSG00000107149	Gm30708
ENSMUSG00000091657	Gm3072
ENSMUSG00000104191	Gm30737
ENSMUSG00000090114	Gm3076
ENSMUSG00000091146	Gm3077
ENSMUSG00000091221	Gm3084
ENSMUSG00000103487	Gm30858
ENSMUSG00000079076	Gm3086
ENSMUSG00000106916	Gm3089
ENSMUSG00000090465	Gm3091
ENSMUSG00000105325	Gm30946
ENSMUSG00000091756	Gm3095
ENSMUSG00000100563	Gm3096
ENSMUSG00000095686	Gm3099
ENSMUSG00000090947	Gm3102
ENSMUSG00000106435	Gm3103
ENSMUSG00000091292	Gm3104
ENSMUSG00000106996	Gm31049
ENSMUSG00000096259	Gm3106
ENSMUSG00000091286	Gm3111
ENSMUSG00000102966	Gm31123
ENSMUSG00000091022	Gm3115
ENSMUSG00000101890	Gm3116
ENSMUSG00000104260	Gm31186
ENSMUSG00000101001	Gm3121
ENSMUSG00000106159	Gm31211
ENSMUSG00000091961	Gm3123
ENSMUSG00000105625	Gm31230
ENSMUSG00000103289	Gm31256
ENSMUSG00000104356	Gm31260
ENSMUSG00000090764	Gm3127
ENSMUSG00000104978	Gm31274
ENSMUSG00000105671	Gm31306
ENSMUSG00000102230	Gm31335
ENSMUSG00000091114	Gm3138
ENSMUSG00000095074	Gm3139
ENSMUSG00000091404	Gm3140
ENSMUSG00000090796	Gm3141
ENSMUSG00000102028	Gm3142
ENSMUSG00000099797	Gm3145
ENSMUSG00000095503	Gm3147
ENSMUSG00000108089	Gm3148
ENSMUSG00000079389	Gm3149
ENSMUSG00000096173	Gm3150
ENSMUSG00000103909	Gm31511
ENSMUSG00000107653	Gm31520
ENSMUSG00000107430	Gm31532
ENSMUSG00000103528	Gm31571
ENSMUSG00000103892	Gm31572
ENSMUSG00000095056	Gm3159
ENSMUSG00000085371	Gm3160
ENSMUSG00000091418	Gm3164
ENSMUSG00000108994	Gm31663
ENSMUSG00000107157	Gm3170
ENSMUSG00000079386	Gm3173
ENSMUSG00000107285	Gm3176
ENSMUSG00000091148	Gm3182
ENSMUSG00000095954	Gm3183
ENSMUSG00000108224	Gm31861
ENSMUSG00000094578	Gm3187
ENSMUSG00000108712	Gm3189
ENSMUSG00000091762	Gm3191
ENSMUSG00000094825	Gm3194
ENSMUSG00000109447	Gm3198
ENSMUSG00000097388	Gm3200
ENSMUSG00000104663	Gm3203
ENSMUSG00000102208	Gm32033
ENSMUSG00000107122	Gm32072
ENSMUSG00000091752	Gm3208
ENSMUSG00000106433	Gm32102
ENSMUSG00000109289	Gm32111
ENSMUSG00000105633	Gm32158
ENSMUSG00000090332	Gm3216
ENSMUSG00000102792	Gm32175
ENSMUSG00000103250	Gm32180
ENSMUSG00000090681	Gm3221
ENSMUSG00000079311	Gm3222
ENSMUSG00000108209	Gm32222
ENSMUSG00000102799	Gm32295
ENSMUSG00000107938	Gm32308
ENSMUSG00000094120	Gm3233
ENSMUSG00000104491	Gm32340
ENSMUSG00000102513	Gm32347
ENSMUSG00000095817	Gm3238
ENSMUSG00000107514	Gm32381
ENSMUSG00000090872	Gm3239
ENSMUSG00000079379	Gm3242
NA	Gm3244
ENSMUSG00000102265	Gm32447
ENSMUSG00000107738	Gm32453
ENSMUSG00000102915	Gm32460
ENSMUSG00000091275	Gm3248
ENSMUSG00000096481	Gm3250
ENSMUSG00000094628	Gm3252
ENSMUSG00000107578	Gm32536
ENSMUSG00000109178	Gm3257
ENSMUSG00000079424	Gm3259
ENSMUSG00000093892	Gm3261
ENSMUSG00000094132	Gm3264
ENSMUSG00000084382	Gm3267
ENSMUSG00000091494	Gm3269
ENSMUSG00000078967	Gm3272
ENSMUSG00000091290	Gm3275
ENSMUSG00000091185	Gm3278
ENSMUSG00000104739	Gm3283
ENSMUSG00000107641	Gm32858
ENSMUSG00000079423	Gm3286
ENSMUSG00000079383	Gm3298
ENSMUSG00000109342	Gm32983
ENSMUSG00000105603	Gm32996
ENSMUSG00000107213	Gm3302
ENSMUSG00000093751	Gm3307
ENSMUSG00000108663	Gm33080
ENSMUSG00000103417	Gm33112
ENSMUSG00000103063	Gm33163
ENSMUSG00000095912	Gm3317
ENSMUSG00000103602	Gm33191
ENSMUSG00000104942	Gm3321
ENSMUSG00000090900	Gm3326
ENSMUSG00000090594	Gm3327
ENSMUSG00000090147	Gm3329
ENSMUSG00000100758	Gm3332
ENSMUSG00000095026	Gm3336
ENSMUSG00000091995	Gm3339
ENSMUSG00000091595	Gm3344
ENSMUSG00000106752	Gm3348
ENSMUSG00000103279	Gm3351
ENSMUSG00000089883	Gm3355
ENSMUSG00000104024	Gm33571
ENSMUSG00000101439	Gm336
ENSMUSG00000085442	Gm3362
ENSMUSG00000092144	Gm3370
ENSMUSG00000102298	Gm33707
ENSMUSG00000090716	Gm3371
ENSMUSG00000105486	Gm3372
ENSMUSG00000094370	Gm3373
ENSMUSG00000107470	Gm3375
ENSMUSG00000096520	Gm3376
ENSMUSG00000102388	Gm33815
ENSMUSG00000096629	Gm3383
ENSMUSG00000105938	Gm33866
ENSMUSG00000109492	Gm33882
ENSMUSG00000106545	Gm33952
ENSMUSG00000098137	Gm33962
ENSMUSG00000090673	Gm340
ENSMUSG00000104510	Gm34015
ENSMUSG00000041505	Gm3402
ENSMUSG00000104233	Gm34023
ENSMUSG00000079091	Gm3404
ENSMUSG00000096664	Gm3409
ENSMUSG00000079396	Gm3411
ENSMUSG00000106376	Gm34139
ENSMUSG00000105865	Gm34144
ENSMUSG00000107625	Gm34149
ENSMUSG00000095557	Gm3415
ENSMUSG00000102922	Gm34176
ENSMUSG00000107765	Gm34224
ENSMUSG00000090512	Gm3424
ENSMUSG00000105542	Gm34248
ENSMUSG00000109475	Gm34272
ENSMUSG00000102847	Gm34274
ENSMUSG00000103476	Gm34302
ENSMUSG00000107565	Gm34314
ENSMUSG00000096160	Gm3436
ENSMUSG00000103905	Gm34379
ENSMUSG00000108248	Gm34391
ENSMUSG00000079382	Gm3443
ENSMUSG00000079710	Gm3448
ENSMUSG00000090643	Gm3453
ENSMUSG00000101289	Gm3454
ENSMUSG00000096839	Gm3460
ENSMUSG00000107167	Gm34653
ENSMUSG00000096927	Gm3466
ENSMUSG00000094634	Gm3468
ENSMUSG00000089659	Gm3470
ENSMUSG00000102984	Gm34727
ENSMUSG00000079371	Gm3476
ENSMUSG00000103242	Gm34767
ENSMUSG00000103542	Gm34768
ENSMUSG00000109454	Gm34783
ENSMUSG00000090505	Gm3486
ENSMUSG00000095295	Gm3488
ENSMUSG00000100434	Gm3489
ENSMUSG00000101251	Gm3496
ENSMUSG00000096003	Gm3500
ENSMUSG00000105892	Gm35013
ENSMUSG00000109238	Gm35060
ENSMUSG00000103564	Gm35067
ENSMUSG00000100767	Gm3508
ENSMUSG00000102914	Gm35106
ENSMUSG00000103330	Gm35108
ENSMUSG00000105031	Gm3511
ENSMUSG00000090363	Gm3512
ENSMUSG00000103371	Gm35134
ENSMUSG00000105348	Gm35212
ENSMUSG00000094929	Gm3526
ENSMUSG00000104540	Gm3527
ENSMUSG00000089782	Gm3531
ENSMUSG00000097853	Gm3532
ENSMUSG00000102514	Gm35323
ENSMUSG00000109179	Gm35339
ENSMUSG00000098192	Gm3534
ENSMUSG00000096023	Gm3542
ENSMUSG00000093945	Gm3543
ENSMUSG00000106240	Gm3544
ENSMUSG00000108230	Gm3549
ENSMUSG00000078240	Gm3550
ENSMUSG00000100636	Gm3551
ENSMUSG00000107504	Gm35549
ENSMUSG00000089791	Gm3555
ENSMUSG00000104664	Gm35570
ENSMUSG00000079364	Gm3558
ENSMUSG00000092314	Gm3563
ENSMUSG00000107079	Gm35648
ENSMUSG00000105521	Gm35702
ENSMUSG00000090610	Gm3571
ENSMUSG00000091792	Gm3573
ENSMUSG00000107851	Gm35736
ENSMUSG00000092175	Gm3584
ENSMUSG00000102304	Gm35843
ENSMUSG00000092264	Gm3585
ENSMUSG00000107814	Gm35876
ENSMUSG00000096904	Gm3591
ENSMUSG00000107532	Gm35931
ENSMUSG00000095360	Gm3594
ENSMUSG00000104228	Gm35955
ENSMUSG00000106958	Gm35960
ENSMUSG00000108763	Gm36028
ENSMUSG00000094942	Gm3604
ENSMUSG00000103327	Gm36047
ENSMUSG00000099577	Gm3605
ENSMUSG00000067017	Gm3608
ENSMUSG00000092520	Gm3611
ENSMUSG00000096413	Gm3616
ENSMUSG00000092563	Gm3617
ENSMUSG00000096828	Gm3618
ENSMUSG00000107432	Gm36189
NA	Gm362
ENSMUSG00000092308	Gm3623
ENSMUSG00000091619	Gm3625
ENSMUSG00000105407	Gm36259
ENSMUSG00000093898	Gm3629
ENSMUSG00000095113	Gm3633
ENSMUSG00000091754	Gm3636
ENSMUSG00000107082	Gm36378
ENSMUSG00000106131	Gm36382
ENSMUSG00000102174	Gm36398
ENSMUSG00000079584	Gm364
ENSMUSG00000096685	Gm3642
ENSMUSG00000104788	Gm36448
ENSMUSG00000091937	Gm3646
ENSMUSG00000103008	Gm36468
ENSMUSG00000097891	Gm3650
ENSMUSG00000092624	Gm3654
ENSMUSG00000095152	Gm3657
ENSMUSG00000096668	Gm3665
ENSMUSG00000090691	Gm3667
ENSMUSG00000098232	Gm3671
ENSMUSG00000104404	Gm36728
ENSMUSG00000090482	Gm3675
ENSMUSG00000079269	Gm3676
ENSMUSG00000108430	Gm36776
ENSMUSG00000096311	Gm3681
ENSMUSG00000096293	Gm3683
ENSMUSG00000094021	Gm3685
ENSMUSG00000104240	Gm36858
ENSMUSG00000104070	Gm36866
ENSMUSG00000090138	Gm3687
ENSMUSG00000102255	Gm36891
ENSMUSG00000103361	Gm36928
ENSMUSG00000103771	Gm36934
ENSMUSG00000067224	Gm3695
ENSMUSG00000104135	Gm36953
ENSMUSG00000092167	Gm3696
ENSMUSG00000103930	Gm36961
ENSMUSG00000103933	Gm36964
ENSMUSG00000103936	Gm36965
ENSMUSG00000103064	Gm36968
ENSMUSG00000104307	Gm36973
ENSMUSG00000103269	Gm36978
ENSMUSG00000103267	Gm36980
ENSMUSG00000103275	Gm36983
ENSMUSG00000102499	Gm36984
ENSMUSG00000102490	Gm36985
ENSMUSG00000094955	Gm3699
ENSMUSG00000103430	Gm36996
ENSMUSG00000102288	Gm36998
ENSMUSG00000102283	Gm37000
ENSMUSG00000102285	Gm37001
ENSMUSG00000103886	Gm37007
ENSMUSG00000103880	Gm37009
NA	Gm3701
ENSMUSG00000102836	Gm37013
ENSMUSG00000104074	Gm37025
ENSMUSG00000104073	Gm37029
ENSMUSG00000104386	Gm37030
ENSMUSG00000102566	Gm37037
ENSMUSG00000102366	Gm37044
ENSMUSG00000104227	Gm37050
NA	Gm3706
ENSMUSG00000104418	Gm37070
ENSMUSG00000102655	Gm37081
ENSMUSG00000102857	Gm37085
ENSMUSG00000103180	Gm37089
ENSMUSG00000103723	Gm37095
ENSMUSG00000103727	Gm37097
ENSMUSG00000103729	Gm37098
ENSMUSG00000087522	Gm371
ENSMUSG00000102443	Gm37102
ENSMUSG00000102442	Gm37103
ENSMUSG00000102445	Gm37104
ENSMUSG00000102135	Gm37108
ENSMUSG00000103574	Gm37116
ENSMUSG00000103960	Gm37119
ENSMUSG00000082371	Gm3712
ENSMUSG00000103896	Gm37128
ENSMUSG00000103894	Gm37129
ENSMUSG00000072731	Gm3715
ENSMUSG00000103239	Gm37155
ENSMUSG00000104514	Gm37164
ENSMUSG00000104255	Gm37172
ENSMUSG00000103379	Gm37177
ENSMUSG00000102769	Gm37185
ENSMUSG00000102182	Gm37187
null	Gm3719
ENSMUSG00000102186	Gm37191
ENSMUSG00000104065	Gm37197
ENSMUSG00000103658	Gm37201
ENSMUSG00000103654	Gm37203
ENSMUSG00000103650	Gm37207
ENSMUSG00000104023	Gm37213
ENSMUSG00000102537	Gm37224
ENSMUSG00000102534	Gm37225
ENSMUSG00000102532	Gm37227
ENSMUSG00000102337	Gm37232
ENSMUSG00000103372	Gm37237
ENSMUSG00000103374	Gm37239
ENSMUSG00000106133	Gm3724
ENSMUSG00000102805	Gm37240
ENSMUSG00000102475	Gm37246
ENSMUSG00000107520	Gm3726
ENSMUSG00000096183	Gm3727
ENSMUSG00000103282	Gm37275
ENSMUSG00000102884	Gm37281
ENSMUSG00000103758	Gm37287
ENSMUSG00000103759	Gm37288
ENSMUSG00000103702	Gm37290
ENSMUSG00000102223	Gm37300
ENSMUSG00000102221	Gm37301
ENSMUSG00000103045	Gm37308
ENSMUSG00000104097	Gm37313
ENSMUSG00000104091	Gm37317
ENSMUSG00000104321	Gm37318
ENSMUSG00000102421	Gm37325
ENSMUSG00000103203	Gm37327
ENSMUSG00000103208	Gm37330
ENSMUSG00000103415	Gm37339
ENSMUSG00000102972	Gm37348
ENSMUSG00000103626	Gm37358
ENSMUSG00000103628	Gm37361
ENSMUSG00000104013	Gm37365
ENSMUSG00000102506	Gm37369
ENSMUSG00000102345	Gm37377
ENSMUSG00000102342	Gm37380
ENSMUSG00000103125	Gm37388
ENSMUSG00000103124	Gm37389
ENSMUSG00000091472	Gm3739
ENSMUSG00000103120	Gm37392
ENSMUSG00000104207	Gm37395
ENSMUSG00000103863	Gm37417
ENSMUSG00000103860	Gm37418
ENSMUSG00000110291	Gm37419
ENSMUSG00000104434	Gm37421
ENSMUSG00000104437	Gm37424
ENSMUSG00000103518	Gm37428
ENSMUSG00000103512	Gm37430
ENSMUSG00000103516	Gm37431
ENSMUSG00000103514	Gm37433
ENSMUSG00000102583	Gm37441
ENSMUSG00000102580	Gm37442
ENSMUSG00000102589	Gm37445
ENSMUSG00000103987	Gm37448
ENSMUSG00000103981	Gm37449
ENSMUSG00000103792	Gm3745
ENSMUSG00000103980	Gm37450
ENSMUSG00000102159	Gm37476
ENSMUSG00000102804	Gm37481
ENSMUSG00000104126	Gm37486
ENSMUSG00000102213	Gm37489
ENSMUSG00000102214	Gm37492
ENSMUSG00000102218	Gm37493
NA	Gm3750
ENSMUSG00000103902	Gm37501
ENSMUSG00000104373	Gm37511
ENSMUSG00000104377	Gm37515
ENSMUSG00000091617	Gm3752
ENSMUSG00000103781	Gm37523
ENSMUSG00000099610	Gm37545
ENSMUSG00000091227	Gm3755
ENSMUSG00000102943	Gm37550
ENSMUSG00000103095	Gm37557
ENSMUSG00000103098	Gm37559
ENSMUSG00000091639	Gm3756
ENSMUSG00000102554	Gm37568
ENSMUSG00000078212	Gm3757
ENSMUSG00000102394	Gm37575
ENSMUSG00000102393	Gm37576
ENSMUSG00000102390	Gm37579
ENSMUSG00000103113	Gm37585
ENSMUSG00000103110	Gm37586
ENSMUSG00000103350	Gm37596
ENSMUSG00000103353	Gm37597
ENSMUSG00000091325	Gm3760
ENSMUSG00000102746	Gm37601
ENSMUSG00000103859	Gm37603
ENSMUSG00000103461	Gm37616
ENSMUSG00000103465	Gm37617
ENSMUSG00000104162	Gm37619
ENSMUSG00000102318	Gm37627
NA	Gm3763
ENSMUSG00000102866	Gm37636
ENSMUSG00000086261	Gm3765
ENSMUSG00000102849	Gm37658
ENSMUSG00000103712	Gm37659
ENSMUSG00000103548	Gm37670
ENSMUSG00000103020	Gm37681
ENSMUSG00000103021	Gm37682
ENSMUSG00000103027	Gm37684
ENSMUSG00000104341	Gm37688
ENSMUSG00000104349	Gm37692
ENSMUSG00000104224	Gm37693
ENSMUSG00000102245	Gm37713
ENSMUSG00000102247	Gm37715
ENSMUSG00000102242	Gm37719
ENSMUSG00000102910	Gm37722
ENSMUSG00000102913	Gm37723
ENSMUSG00000103226	Gm37732
ENSMUSG00000103389	Gm37757
ENSMUSG00000102998	Gm37763
ENSMUSG00000102993	Gm37765
ENSMUSG00000103643	Gm37770
ENSMUSG00000104038	Gm37771
ENSMUSG00000102696	Gm37778
ENSMUSG00000102525	Gm37784
ENSMUSG00000102320	Gm37791
ENSMUSG00000102328	Gm37793
ENSMUSG00000082354	Gm378
ENSMUSG00000103306	Gm37801
ENSMUSG00000103841	Gm37807
ENSMUSG00000104457	Gm37826
ENSMUSG00000081537	Gm37832
ENSMUSG00000103534	Gm37835
ENSMUSG00000103535	Gm37836
ENSMUSG00000103537	Gm37838
ENSMUSG00000102616	Gm37841
ENSMUSG00000102612	Gm37845
ENSMUSG00000106829	Gm3786
ENSMUSG00000104105	Gm37878
ENSMUSG00000094392	Gm3788
ENSMUSG00000102949	Gm37882
ENSMUSG00000093916	Gm379
ENSMUSG00000103078	Gm37901
ENSMUSG00000103073	Gm37904
ENSMUSG00000103274	Gm37918
ENSMUSG00000102486	Gm37921
ENSMUSG00000102485	Gm37922
ENSMUSG00000102962	Gm37944
ENSMUSG00000104393	Gm37961
ENSMUSG00000103240	Gm37976
ENSMUSG00000103137	Gm37981
ENSMUSG00000104217	Gm37988
ENSMUSG00000103795	Gm37990
ENSMUSG00000103675	Gm37991
ENSMUSG00000103333	Gm37994
ENSMUSG00000103339	Gm37996
ENSMUSG00000102855	Gm38002
ENSMUSG00000103814	Gm38007
ENSMUSG00000103819	Gm38008
ENSMUSG00000104408	Gm38015
ENSMUSG00000103112	Gm38016
ENSMUSG00000102911	Gm38017
ENSMUSG00000103699	Gm38018
ENSMUSG00000103691	Gm38019
ENSMUSG00000102648	Gm38022
ENSMUSG00000103997	Gm38027
ENSMUSG00000103993	Gm38030
ENSMUSG00000102842	Gm38035
ENSMUSG00000103717	Gm38038
ENSMUSG00000104298	Gm38040
ENSMUSG00000104290	Gm38041
ENSMUSG00000104294	Gm38044
ENSMUSG00000102433	Gm38050
ENSMUSG00000102430	Gm38051
ENSMUSG00000103584	Gm38053
ENSMUSG00000103003	Gm38076
ENSMUSG00000104364	Gm38078
ENSMUSG00000104361	Gm38080
ENSMUSG00000102511	Gm38086
ENSMUSG00000103249	Gm38088
ENSMUSG00000097935	Gm3809
ENSMUSG00000103454	Gm38098
ENSMUSG00000082772	Gm381
ENSMUSG00000082243	Gm3810
ENSMUSG00000104158	Gm38100
ENSMUSG00000102262	Gm38107
ENSMUSG00000102932	Gm38113
ENSMUSG00000103084	Gm38119
ENSMUSG00000103086	Gm38121
ENSMUSG00000104054	Gm38131
ENSMUSG00000102541	Gm38135
ENSMUSG00000102730	Gm38138
ENSMUSG00000102387	Gm38145
ENSMUSG00000103167	Gm38149
ENSMUSG00000104249	Gm38151
ENSMUSG00000104243	Gm38153
ENSMUSG00000104242	Gm38154
ENSMUSG00000103367	Gm38158
ENSMUSG00000102779	Gm38164
ENSMUSG00000102826	Gm38181
ENSMUSG00000102754	Gm38183
ENSMUSG00000103470	Gm38184
ENSMUSG00000103666	Gm38185
ENSMUSG00000062791	Gm382
ENSMUSG00000103446	Gm38203
ENSMUSG00000103604	Gm38205
ENSMUSG00000104471	Gm38208
ENSMUSG00000103962	Gm38213
ENSMUSG00000103557	Gm38216
ENSMUSG00000103311	Gm38229
ENSMUSG00000103294	Gm38233
ENSMUSG00000103745	Gm38237
ENSMUSG00000103741	Gm38241
ENSMUSG00000104166	Gm38247
ENSMUSG00000102731	Gm38261
ENSMUSG00000102905	Gm38266
ENSMUSG00000104089	Gm38274
ENSMUSG00000083808	Gm3828
ENSMUSG00000104337	Gm38280
ENSMUSG00000103211	Gm38288
ENSMUSG00000103153	Gm38290
ENSMUSG00000103150	Gm38291
ENSMUSG00000103157	Gm38294
ENSMUSG00000103154	Gm38295
ENSMUSG00000104270	Gm38298
ENSMUSG00000103392	Gm38303
ENSMUSG00000103396	Gm38305
ENSMUSG00000103397	Gm38306
ENSMUSG00000102707	Gm38311
ENSMUSG00000103735	Gm38317
ENSMUSG00000102986	Gm38323
ENSMUSG00000103633	Gm38328
ENSMUSG00000104007	Gm38332
ENSMUSG00000104001	Gm38334
ENSMUSG00000083922	Gm3835
ENSMUSG00000102354	Gm38350
ENSMUSG00000103318	Gm38356
ENSMUSG00000103314	Gm38358
ENSMUSG00000103874	Gm38360
ENSMUSG00000103592	Gm38364
ENSMUSG00000104426	Gm38369
NA	Gm3837
ENSMUSG00000097148	Gm3839
ENSMUSG00000103766	Gm38392
ENSMUSG00000000948	Gm38393
ENSMUSG00000094410	Gm38394
ENSMUSG00000105665	Gm38395
null	Gm38400
ENSMUSG00000100236	Gm3841
ENSMUSG00000106669	Gm38433
ENSMUSG00000091876	Gm3851
ENSMUSG00000090682	Gm3852
ENSMUSG00000109398	Gm3854
ENSMUSG00000104952	Gm38697
ENSMUSG00000098212	Gm38706
ENSMUSG00000081443	Gm3880
ENSMUSG00000093909	Gm3883
ENSMUSG00000107817	Gm38840
ENSMUSG00000098170	Gm3890
ENSMUSG00000094293	Gm3893
ENSMUSG00000109549	Gm38941
ENSMUSG00000096322	Gm3898
null	Gm38999
ENSMUSG00000106165	Gm3922
ENSMUSG00000084341	Gm3928
ENSMUSG00000083711	Gm3931
ENSMUSG00000103850	Gm3933
NA	Gm3934
ENSMUSG00000078291	Gm3940
ENSMUSG00000081414	Gm3943
null	Gm3944
ENSMUSG00000105667	Gm3945
ENSMUSG00000102141	Gm3952
ENSMUSG00000090727	Gm3956
ENSMUSG00000091163	Gm3962
ENSMUSG00000090352	Gm3972
ENSMUSG00000090968	Gm3978
null	Gm3993
ENSMUSG00000082497	Gm40
ENSMUSG00000092561	Gm4011
ENSMUSG00000101059	Gm4017
ENSMUSG00000092019	Gm4027
ENSMUSG00000106267	Gm40319
ENSMUSG00000099842	Gm4034
ENSMUSG00000106309	Gm40414
ENSMUSG00000108231	Gm4045
ENSMUSG00000102053	Gm4064
ENSMUSG00000078606	Gm4070
ENSMUSG00000094736	Gm4073
ENSMUSG00000096449	Gm4076
ENSMUSG00000108921	Gm4083
ENSMUSG00000080069	Gm41
ENSMUSG00000103606	Gm412
ENSMUSG00000100486	Gm4131
ENSMUSG00000095745	Gm4133
ENSMUSG00000092571	Gm4134
ENSMUSG00000095837	Gm4141
ENSMUSG00000074800	Gm4149
ENSMUSG00000092512	Gm4152
ENSMUSG00000096513	Gm4175
ENSMUSG00000096760	Gm4177
ENSMUSG00000091296	Gm4181
ENSMUSG00000093871	Gm4187
ENSMUSG00000095984	Gm4201
ENSMUSG00000091421	Gm4202
ENSMUSG00000079139	Gm4204
ENSMUSG00000100654	Gm4207
ENSMUSG00000092297	Gm4214
ENSMUSG00000094532	Gm4216
ENSMUSG00000105576	Gm42164
ENSMUSG00000097954	Gm4217
ENSMUSG00000091703	Gm4222
ENSMUSG00000081108	Gm4234
ENSMUSG00000108348	Gm42372
ENSMUSG00000109331	Gm42402
ENSMUSG00000103458	Gm42416
ENSMUSG00000109510	Gm42417
NA	Gm42419
ENSMUSG00000107071	Gm42420
ENSMUSG00000104633	Gm42421
ENSMUSG00000104637	Gm42424
ENSMUSG00000106530	Gm42430
ENSMUSG00000105405	Gm42431
NA	Gm4245
ENSMUSG00000105310	Gm42451
ENSMUSG00000106083	Gm42452
ENSMUSG00000105916	Gm42453
ENSMUSG00000106345	Gm42459
ENSMUSG00000092240	Gm4246
ENSMUSG00000104756	Gm42464
ENSMUSG00000106003	Gm42465
ENSMUSG00000106730	Gm42472
ENSMUSG00000106742	Gm42474
ENSMUSG00000107139	Gm42475
ENSMUSG00000105051	Gm4248
ENSMUSG00000104730	Gm42511
ENSMUSG00000092502	Gm4252
ENSMUSG00000105253	Gm42522
ENSMUSG00000105969	Gm42525
ENSMUSG00000105785	Gm42526
ENSMUSG00000105047	Gm42533
ENSMUSG00000106124	Gm42539
ENSMUSG00000105267	Gm42542
ENSMUSG00000105630	Gm42543
ENSMUSG00000107064	Gm42561
ENSMUSG00000105016	Gm42569
ENSMUSG00000104648	Gm42570
ENSMUSG00000106736	Gm42573
ENSMUSG00000105860	Gm42578
ENSMUSG00000105819	Gm42579
ENSMUSG00000105237	Gm42580
ENSMUSG00000107067	Gm42581
ENSMUSG00000107097	Gm42584
ENSMUSG00000108785	Gm4259
ENSMUSG00000104595	Gm42593
ENSMUSG00000079542	Gm42606
ENSMUSG00000105684	Gm42612
ENSMUSG00000106065	Gm42621
ENSMUSG00000105807	Gm42622
ENSMUSG00000104640	Gm42623
ENSMUSG00000105808	Gm42627
ENSMUSG00000106417	Gm42628
ENSMUSG00000105383	Gm42641
ENSMUSG00000107185	Gm42642
ENSMUSG00000106645	Gm42643
ENSMUSG00000105357	Gm42647
ENSMUSG00000106613	Gm42652
ENSMUSG00000107004	Gm42657
ENSMUSG00000107376	Gm42661
ENSMUSG00000107357	Gm42662
ENSMUSG00000106072	Gm42663
ENSMUSG00000106982	Gm42665
ENSMUSG00000107160	Gm42666
ENSMUSG00000106428	Gm42667
ENSMUSG00000106631	Gm42669
ENSMUSG00000105395	Gm42672
ENSMUSG00000106960	Gm42673
ENSMUSG00000105518	Gm42674
ENSMUSG00000105498	Gm42677
ENSMUSG00000079511	Gm42688
ENSMUSG00000107189	Gm42689
ENSMUSG00000104954	Gm42694
ENSMUSG00000106394	Gm42698
ENSMUSG00000092521	Gm4271
ENSMUSG00000106805	Gm42714
ENSMUSG00000107023	Gm42715
ENSMUSG00000105370	Gm42718
ENSMUSG00000106308	Gm42719
ENSMUSG00000106315	Gm42720
NA	Gm42730
ENSMUSG00000106833	Gm42739
ENSMUSG00000107068	Gm42742
ENSMUSG00000107238	Gm42758
ENSMUSG00000105117	Gm42760
ENSMUSG00000104692	Gm42773
ENSMUSG00000105009	Gm42774
ENSMUSG00000105889	Gm42776
ENSMUSG00000104602	Gm42779
ENSMUSG00000106948	Gm42785
ENSMUSG00000106846	Gm42786
ENSMUSG00000106892	Gm42791
ENSMUSG00000106502	Gm42795
ENSMUSG00000106704	Gm42799
ENSMUSG00000095341	Gm428
ENSMUSG00000106075	Gm42804
ENSMUSG00000105056	Gm42805
ENSMUSG00000105404	Gm42807
ENSMUSG00000106568	Gm42814
ENSMUSG00000105672	Gm42816
ENSMUSG00000106192	Gm42818
ENSMUSG00000104842	Gm42821
ENSMUSG00000106238	Gm42824
ENSMUSG00000106274	Gm42828
ENSMUSG00000106661	Gm42832
ENSMUSG00000105295	Gm42834
ENSMUSG00000105491	Gm42844
ENSMUSG00000105796	Gm42845
ENSMUSG00000106854	Gm42850
ENSMUSG00000105706	Gm42855
ENSMUSG00000106924	Gm42857
ENSMUSG00000105764	Gm42859
