gene.ensembl	gene.sym
ENSMUSG00000081402	Gm15455
ENSMUSG00000100801	Gm15459
ENSMUSG00000081829	Gm15460
ENSMUSG00000082609	Gm15464
ENSMUSG00000082802	Gm15465
ENSMUSG00000081657	Gm15466
ENSMUSG00000081594	Gm15467
ENSMUSG00000083500	Gm15470
ENSMUSG00000083916	Gm15476
ENSMUSG00000082395	Gm15480
ENSMUSG00000082645	Gm15481
ENSMUSG00000081431	Gm15483
ENSMUSG00000081865	Gm15484
NA	Gm15487
ENSMUSG00000084217	Gm15488
ENSMUSG00000082115	Gm15490
ENSMUSG00000082623	Gm15493
ENSMUSG00000081732	Gm15495
ENSMUSG00000081142	Gm15497
ENSMUSG00000086583	Gm15500
ENSMUSG00000087412	Gm15501
ENSMUSG00000083813	Gm15502
ENSMUSG00000082954	Gm15504
ENSMUSG00000089831	Gm15508
ENSMUSG00000083933	Gm15515
ENSMUSG00000082662	Gm15516
ENSMUSG00000087376	Gm15517
ENSMUSG00000083443	Gm15519
ENSMUSG00000080205	Gm15526
ENSMUSG00000081816	Gm15528
ENSMUSG00000083620	Gm15529
ENSMUSG00000094186	Gm1553
ENSMUSG00000081651	Gm15530
ENSMUSG00000083086	Gm15531
ENSMUSG00000080719	Gm15532
ENSMUSG00000086176	Gm15534
ENSMUSG00000081926	Gm15536
ENSMUSG00000083579	Gm15538
ENSMUSG00000081809	Gm15539
ENSMUSG00000083396	Gm15542
ENSMUSG00000081664	Gm15544
ENSMUSG00000082760	Gm15546
ENSMUSG00000082265	Gm15547
ENSMUSG00000081745	Gm15549
ENSMUSG00000084325	Gm15550
ENSMUSG00000080750	Gm15553
ENSMUSG00000081250	Gm15554
ENSMUSG00000078972	Gm15557
ENSMUSG00000081497	Gm15560
ENSMUSG00000082356	Gm15565
ENSMUSG00000083772	Gm15566
ENSMUSG00000083257	Gm15568
ENSMUSG00000083622	Gm15570
ENSMUSG00000083191	Gm15571
ENSMUSG00000081872	Gm15572
ENSMUSG00000080759	Gm15573
ENSMUSG00000081883	Gm15574
ENSMUSG00000083183	Gm15575
ENSMUSG00000084157	Gm15576
ENSMUSG00000083122	Gm15578
ENSMUSG00000082561	Gm15580
ENSMUSG00000080078	Gm15583
ENSMUSG00000082564	Gm15586
ENSMUSG00000058542	Gm15590
ENSMUSG00000084203	Gm15593
ENSMUSG00000080767	Gm15595
ENSMUSG00000082289	Gm15596
ENSMUSG00000081783	Gm15599
ENSMUSG00000071158	Gm156
ENSMUSG00000083630	Gm15602
ENSMUSG00000081417	Gm15603
ENSMUSG00000083422	Gm15604
ENSMUSG00000082001	Gm15607
ENSMUSG00000078183	Gm15610
ENSMUSG00000080753	Gm15613
ENSMUSG00000081200	Gm15615
ENSMUSG00000082705	Gm15616
ENSMUSG00000080736	Gm15617
ENSMUSG00000080878	Gm15618
ENSMUSG00000085202	Gm15620
ENSMUSG00000082402	Gm15621
ENSMUSG00000082744	Gm15625
ENSMUSG00000081822	Gm15626
ENSMUSG00000082203	Gm15636
ENSMUSG00000084154	Gm15644
ENSMUSG00000086414	Gm15645
ENSMUSG00000082039	Gm15653
ENSMUSG00000085487	Gm15654
ENSMUSG00000083242	Gm15659
ENSMUSG00000082136	Gm15660
ENSMUSG00000080748	Gm15661
null	Gm15662
ENSMUSG00000089904	Gm15664
ENSMUSG00000083420	Gm15665
ENSMUSG00000084399	Gm15666
ENSMUSG00000115370	Gm15667
ENSMUSG00000083795	Gm15670
ENSMUSG00000083000	Gm15678
ENSMUSG00000086842	Gm15681
ENSMUSG00000095524	Gm15682
ENSMUSG00000085094	Gm15692
ENSMUSG00000082485	Gm15693
ENSMUSG00000081404	Gm15694
ENSMUSG00000083853	Gm15696
ENSMUSG00000081670	Gm15697
NA	Gm15698
ENSMUSG00000080849	Gm15702
ENSMUSG00000083890	Gm15703
ENSMUSG00000083962	Gm15707
ENSMUSG00000083574	Gm15709
ENSMUSG00000084111	Gm15710
ENSMUSG00000082570	Gm15711
ENSMUSG00000083827	Gm15712
null	Gm15714
ENSMUSG00000083006	Gm15715
ENSMUSG00000081242	Gm15719
ENSMUSG00000082120	Gm15720
ENSMUSG00000083405	Gm15725
ENSMUSG00000081274	Gm15727
ENSMUSG00000082867	Gm15730
ENSMUSG00000057290	Gm15732
ENSMUSG00000086115	Gm15733
ENSMUSG00000079462	Gm15737
ENSMUSG00000080957	Gm15739
ENSMUSG00000090027	Gm15740
ENSMUSG00000082825	Gm15741
ENSMUSG00000089938	Gm15744
ENSMUSG00000080868	Gm15745
ENSMUSG00000081988	Gm15746
ENSMUSG00000083921	Gm15750
ENSMUSG00000083141	Gm15752
ENSMUSG00000082088	Gm15753
ENSMUSG00000082365	Gm15754
ENSMUSG00000080797	Gm15760
ENSMUSG00000082199	Gm15763
ENSMUSG00000082463	Gm15765
ENSMUSG00000081023	Gm15766
ENSMUSG00000082308	Gm15770
ENSMUSG00000062353	Gm15772
ENSMUSG00000082872	Gm15773
NA	Gm15776
ENSMUSG00000081556	Gm15778
ENSMUSG00000082633	Gm15779
ENSMUSG00000082829	Gm15780
ENSMUSG00000081532	Gm15781
ENSMUSG00000084083	Gm15782
ENSMUSG00000083351	Gm15783
ENSMUSG00000081126	Gm15784
ENSMUSG00000082072	Gm15785
ENSMUSG00000081335	Gm15786
ENSMUSG00000082057	Gm15789
ENSMUSG00000089648	Gm15790
ENSMUSG00000081256	Gm15791
ENSMUSG00000082769	Gm15793
ENSMUSG00000084108	Gm15794
ENSMUSG00000090142	Gm15795
ENSMUSG00000089646	Gm15796
ENSMUSG00000083658	Gm15798
ENSMUSG00000082130	Gm15799
NA	Gm15800
ENSMUSG00000096592	Gm15801
ENSMUSG00000081444	Gm15803
ENSMUSG00000082554	Gm15806
ENSMUSG00000082277	Gm15807
ENSMUSG00000083536	Gm15808
ENSMUSG00000085276	Gm15812
ENSMUSG00000083285	Gm15815
ENSMUSG00000107105	Gm15820
ENSMUSG00000081512	Gm15821
ENSMUSG00000081143	Gm15823
ENSMUSG00000083435	Gm15824
ENSMUSG00000082212	Gm15826
ENSMUSG00000082823	Gm15828
ENSMUSG00000089703	Gm15833
ENSMUSG00000081238	Gm15836
ENSMUSG00000090106	Gm15838
ENSMUSG00000083467	Gm15840
ENSMUSG00000083909	Gm15842
ENSMUSG00000085812	Gm15843
ENSMUSG00000084126	Gm15844
ENSMUSG00000079906	Gm15846
ENSMUSG00000081849	Gm15847
ENSMUSG00000083120	Gm15854
ENSMUSG00000082777	Gm15861
ENSMUSG00000075512	Gm1587
ENSMUSG00000081550	Gm15877
ENSMUSG00000087542	Gm15878
ENSMUSG00000085254	Gm15881
ENSMUSG00000083585	Gm15885
ENSMUSG00000081273	Gm15896
ENSMUSG00000082653	Gm15897
ENSMUSG00000085917	Gm15899
ENSMUSG00000090036	Gm15900
ENSMUSG00000081636	Gm15901
ENSMUSG00000085993	Gm15905
ENSMUSG00000081115	Gm15913
ENSMUSG00000089667	Gm15914
ENSMUSG00000083606	Gm15916
ENSMUSG00000080893	Gm15920
ENSMUSG00000094092	Gm15921
ENSMUSG00000081665	Gm15922
ENSMUSG00000082042	Gm15923
ENSMUSG00000080917	Gm15925
ENSMUSG00000083309	Gm15926
ENSMUSG00000082093	Gm15928
ENSMUSG00000074418	Gm15930
ENSMUSG00000081723	Gm15931
ENSMUSG00000082104	Gm15933
ENSMUSG00000081022	Gm15936
ENSMUSG00000084024	Gm15937
ENSMUSG00000089695	Gm15946
ENSMUSG00000089818	Gm15950
ENSMUSG00000081301	Gm15951
ENSMUSG00000081605	Gm15953
ENSMUSG00000082784	Gm15957
ENSMUSG00000083036	Gm15959
ENSMUSG00000083160	Gm15967
ENSMUSG00000081596	Gm15968
ENSMUSG00000089705	Gm15970
ENSMUSG00000081692	Gm15971
ENSMUSG00000090224	Gm15974
ENSMUSG00000083902	Gm15975
ENSMUSG00000080700	Gm15981
ENSMUSG00000084132	Gm15982
ENSMUSG00000081910	Gm15986
ENSMUSG00000083771	Gm15988
ENSMUSG00000081104	Gm15989
ENSMUSG00000082183	Gm15994
ENSMUSG00000082177	Gm16005
ENSMUSG00000083609	Gm16007
ENSMUSG00000081303	Gm16011
ENSMUSG00000083538	Gm16016
ENSMUSG00000082400	Gm16017
ENSMUSG00000072576	Gm16020
ENSMUSG00000082405	Gm16021
ENSMUSG00000079455	Gm16026
ENSMUSG00000090041	Gm16027
ENSMUSG00000089966	Gm16030
ENSMUSG00000081252	Gm16032
ENSMUSG00000090128	Gm16038
ENSMUSG00000107724	Gm16042
ENSMUSG00000081339	Gm16044
ENSMUSG00000094083	Gm1604a
ENSMUSG00000095720	Gm1604b
ENSMUSG00000083974	Gm16053
ENSMUSG00000080941	Gm16056
ENSMUSG00000081970	Gm16057
ENSMUSG00000086123	Gm16060
ENSMUSG00000080972	Gm16061
ENSMUSG00000081343	Gm16071
ENSMUSG00000082051	Gm16072
ENSMUSG00000079915	Gm16073
ENSMUSG00000082247	Gm16074
ENSMUSG00000080720	Gm16077
ENSMUSG00000082967	Gm16082
ENSMUSG00000081228	Gm16089
ENSMUSG00000083045	Gm16100
ENSMUSG00000089933	Gm16101
ENSMUSG00000089877	Gm16102
ENSMUSG00000090243	Gm16103
ENSMUSG00000082828	Gm16106
ENSMUSG00000089802	Gm16107
ENSMUSG00000090008	Gm16111
ENSMUSG00000089793	Gm16112
ENSMUSG00000089910	Gm16113
ENSMUSG00000089932	Gm16114
ENSMUSG00000083794	Gm16123
ENSMUSG00000090004	Gm16125
ENSMUSG00000080971	Gm16128
ENSMUSG00000085290	Gm16129
ENSMUSG00000089868	Gm16134
ENSMUSG00000089811	Gm16138
ENSMUSG00000089861	Gm16139
ENSMUSG00000090078	Gm16147
ENSMUSG00000082605	Gm16148
ENSMUSG00000082123	Gm16149
ENSMUSG00000090131	Gm16162
ENSMUSG00000089909	Gm16164
ENSMUSG00000089958	Gm16165
ENSMUSG00000082936	Gm16166
ENSMUSG00000090043	Gm16167
ENSMUSG00000081372	Gm16171
ENSMUSG00000082484	Gm16177
ENSMUSG00000080956	Gm16179
ENSMUSG00000081650	Gm16181
ENSMUSG00000089886	Gm16184
ENSMUSG00000081935	Gm16186
ENSMUSG00000084343	Gm16198
ENSMUSG00000089936	Gm16199
ENSMUSG00000081520	Gm16200
ENSMUSG00000083731	Gm16202
ENSMUSG00000081517	Gm16204
ENSMUSG00000081316	Gm16205
ENSMUSG00000083734	Gm16209
ENSMUSG00000081608	Gm16210
ENSMUSG00000089950	Gm16215
ENSMUSG00000082107	Gm16216
ENSMUSG00000059571	Gm16218
ENSMUSG00000082619	Gm16219
ENSMUSG00000082234	Gm16221
ENSMUSG00000067285	Gm16223
ENSMUSG00000089627	Gm16228
ENSMUSG00000090040	Gm16232
ENSMUSG00000089965	Gm16236
ENSMUSG00000089988	Gm16238
ENSMUSG00000082069	Gm16242
ENSMUSG00000086097	Gm16250
ENSMUSG00000087610	Gm16253
ENSMUSG00000087350	Gm16254
ENSMUSG00000086260	Gm16259
ENSMUSG00000084991	Gm16260
ENSMUSG00000072068	Gm16261
ENSMUSG00000086473	Gm16265
ENSMUSG00000089666	Gm16269
ENSMUSG00000089775	Gm16270
ENSMUSG00000106910	Gm16273
ENSMUSG00000084836	Gm16274
ENSMUSG00000084755	Gm16276
ENSMUSG00000086235	Gm16284
ENSMUSG00000090152	Gm16285
ENSMUSG00000024571	Gm16286
ENSMUSG00000085099	Gm16288
ENSMUSG00000090228	Gm16289
ENSMUSG00000089836	Gm16290
ENSMUSG00000089885	Gm16296
ENSMUSG00000090047	Gm16297
ENSMUSG00000089807	Gm16298
ENSMUSG00000089828	Gm16300
ENSMUSG00000089643	Gm16301
ENSMUSG00000089834	Gm16303
ENSMUSG00000085481	Gm16304
ENSMUSG00000085361	Gm16305
ENSMUSG00000090179	Gm16307
NA	Gm16314
ENSMUSG00000089972	Gm16318
ENSMUSG00000089631	Gm16326
ENSMUSG00000094436	Gm16327
ENSMUSG00000085679	Gm16328
ENSMUSG00000086194	Gm16329
ENSMUSG00000085082	Gm16330
ENSMUSG00000086133	Gm16331
ENSMUSG00000089991	Gm16332
ENSMUSG00000085340	Gm16335
NA	Gm16340
ENSMUSG00000086162	Gm16342
ENSMUSG00000085300	Gm16345
ENSMUSG00000089651	Gm16353
ENSMUSG00000085608	Gm16354
ENSMUSG00000087588	Gm16355
ENSMUSG00000085288	Gm16356
ENSMUSG00000085103	Gm16357
ENSMUSG00000085366	Gm16358
ENSMUSG00000084852	Gm16359
ENSMUSG00000086489	Gm16362
ENSMUSG00000085513	Gm16363
null	Gm16367
ENSMUSG00000114075	Gm16368
ENSMUSG00000057160	Gm16372
ENSMUSG00000043295	Gm16373
ENSMUSG00000095762	Gm16378
ENSMUSG00000059658	Gm16379
ENSMUSG00000059830	Gm16380
ENSMUSG00000113489	Gm16381
ENSMUSG00000080903	Gm16383
ENSMUSG00000097653	Gm16387
ENSMUSG00000066958	Gm16391
ENSMUSG00000082735	Gm16394
ENSMUSG00000081972	Gm16397
ENSMUSG00000097790	Gm16399
ENSMUSG00000080250	Gm16400
ENSMUSG00000095398	Gm16404
ENSMUSG00000096468	Gm16405
ENSMUSG00000081199	Gm16407
ENSMUSG00000075581	Gm16409
ENSMUSG00000070641	Gm16410
ENSMUSG00000083576	Gm16411
ENSMUSG00000084060	Gm16412
ENSMUSG00000056849	Gm16415
ENSMUSG00000095940	Gm16416
ENSMUSG00000084093	Gm16418
ENSMUSG00000084172	Gm16420
ENSMUSG00000082840	Gm16421
ENSMUSG00000084030	Gm16423
ENSMUSG00000083218	Gm16425
ENSMUSG00000096044	Gm16427
ENSMUSG00000082817	Gm16428
ENSMUSG00000096230	Gm16429
ENSMUSG00000094714	Gm16430
ENSMUSG00000083069	Gm16431
NA	Gm16432
ENSMUSG00000043024	Gm16433
ENSMUSG00000095015	Gm16434
ENSMUSG00000081373	Gm16436
ENSMUSG00000024761	Gm16437
ENSMUSG00000072594	Gm16439
ENSMUSG00000072738	Gm16440
ENSMUSG00000086989	Gm16441
ENSMUSG00000096152	Gm16442
ENSMUSG00000109405	Gm16443
ENSMUSG00000094118	Gm16445
ENSMUSG00000096304	Gm16451
ENSMUSG00000094684	Gm16456
ENSMUSG00000080890	Gm16458
ENSMUSG00000084022	Gm16459
ENSMUSG00000082139	Gm16463
ENSMUSG00000082154	Gm16464
ENSMUSG00000083994	Gm16465
ENSMUSG00000098091	Gm16470
ENSMUSG00000081969	Gm16471
ENSMUSG00000109578	Gm16475
ENSMUSG00000062758	Gm16477
ENSMUSG00000108963	Gm16478
ENSMUSG00000083871	Gm16479
ENSMUSG00000081959	Gm16480
ENSMUSG00000082090	Gm16481
ENSMUSG00000078117	Gm16485
ENSMUSG00000078251	Gm16487
ENSMUSG00000091842	Gm16490
ENSMUSG00000091775	Gm16494
NA	Gm16501
ENSMUSG00000078160	Gm16503
ENSMUSG00000096107	Gm16505
ENSMUSG00000091718	Gm16506
ENSMUSG00000086699	Gm16510
ENSMUSG00000081240	Gm16511
ENSMUSG00000095996	Gm16513
ENSMUSG00000083015	Gm16518
ENSMUSG00000066983	Gm16519
ENSMUSG00000082315	Gm16523
ENSMUSG00000097012	Gm16531
ENSMUSG00000094926	Gm16533
ENSMUSG00000089927	Gm16539
ENSMUSG00000090259	Gm16545
ENSMUSG00000089673	Gm16546
ENSMUSG00000089888	Gm16547
ENSMUSG00000089967	Gm16550
ENSMUSG00000090044	Gm16557
ENSMUSG00000089908	Gm16558
ENSMUSG00000089826	Gm16560
ENSMUSG00000089891	Gm16561
ENSMUSG00000089905	Gm16563
ENSMUSG00000089642	Gm16566
ENSMUSG00000089690	Gm16569
ENSMUSG00000089806	Gm16570
ENSMUSG00000089792	Gm16571
ENSMUSG00000089769	Gm16574
ENSMUSG00000089764	Gm16580
ENSMUSG00000089670	Gm16581
ENSMUSG00000090111	Gm16584
ENSMUSG00000089657	Gm16585
ENSMUSG00000089790	Gm16588
ENSMUSG00000074482	Gm16589
NA	Gm16602
NA	Gm1661
ENSMUSG00000085473	Gm16686
ENSMUSG00000070858	Gm1673
ENSMUSG00000093954	Gm16867
ENSMUSG00000076632	Gm16968
ENSMUSG00000084101	Gm17014
ENSMUSG00000041035	Gm17018
ENSMUSG00000091897	Gm17019
ENSMUSG00000091149	Gm17020
ENSMUSG00000091784	Gm17022
ENSMUSG00000092152	Gm17026
ENSMUSG00000093926	Gm17027
ENSMUSG00000090660	Gm17030
ENSMUSG00000091442	Gm17031
ENSMUSG00000091960	Gm17038
ENSMUSG00000091366	Gm17040
ENSMUSG00000090989	Gm17042
ENSMUSG00000090466	Gm17043
ENSMUSG00000091615	Gm17044
ENSMUSG00000094737	Gm17045
ENSMUSG00000091613	Gm17046
ENSMUSG00000090927	Gm17047
ENSMUSG00000095991	Gm17048
ENSMUSG00000091289	Gm17051
ENSMUSG00000090607	Gm17052
ENSMUSG00000091887	Gm17053
ENSMUSG00000091459	Gm17054
ENSMUSG00000090624	Gm17060
ENSMUSG00000090519	Gm17061
ENSMUSG00000092027	Gm17062
ENSMUSG00000091031	Gm17063
ENSMUSG00000091757	Gm17064
ENSMUSG00000090882	Gm17065
ENSMUSG00000091594	Gm17067
ENSMUSG00000078528	Gm17068
ENSMUSG00000090636	Gm17069
ENSMUSG00000090365	Gm17070
ENSMUSG00000091998	Gm17072
ENSMUSG00000090328	Gm17073
ENSMUSG00000090865	Gm17074
ENSMUSG00000091288	Gm17075
ENSMUSG00000090449	Gm17076
ENSMUSG00000094715	Gm17078
ENSMUSG00000090740	Gm17079
ENSMUSG00000090338	Gm17081
ENSMUSG00000090674	Gm17082
ENSMUSG00000090628	Gm17083
ENSMUSG00000091462	Gm17084
ENSMUSG00000091368	Gm17085
ENSMUSG00000092045	Gm17086
ENSMUSG00000099104	Gm17087
ENSMUSG00000091817	Gm17091
ENSMUSG00000091429	Gm17093
ENSMUSG00000090955	Gm17097
ENSMUSG00000091305	Gm17100
ENSMUSG00000091665	Gm17101
ENSMUSG00000091010	Gm17107
ENSMUSG00000091132	Gm17109
ENSMUSG00000061115	Gm17113
ENSMUSG00000091669	Gm17117
ENSMUSG00000090300	Gm17119
ENSMUSG00000096579	Gm17121
ENSMUSG00000091140	Gm17124
ENSMUSG00000091713	Gm17126
ENSMUSG00000091672	Gm17129
ENSMUSG00000085328	Gm17131
ENSMUSG00000061331	Gm17132
ENSMUSG00000057945	Gm17136
ENSMUSG00000090559	Gm17137
ENSMUSG00000091942	Gm17138
ENSMUSG00000091355	Gm17142
ENSMUSG00000090939	Gm17147
ENSMUSG00000090350	Gm17148
ENSMUSG00000090334	Gm17149
ENSMUSG00000091410	Gm17150
ENSMUSG00000090292	Gm17152
ENSMUSG00000091815	Gm17153
ENSMUSG00000091481	Gm17154
ENSMUSG00000091832	Gm17155
ENSMUSG00000091336	Gm17157
ENSMUSG00000090552	Gm17158
ENSMUSG00000091470	Gm17159
ENSMUSG00000091741	Gm17161
ENSMUSG00000090975	Gm17162
ENSMUSG00000091099	Gm17164
ENSMUSG00000079273	Gm17165
ENSMUSG00000090476	Gm17166
ENSMUSG00000090584	Gm17169
ENSMUSG00000079392	Gm17170
ENSMUSG00000096024	Gm17174
ENSMUSG00000091142	Gm17175
ENSMUSG00000091834	Gm17177
ENSMUSG00000091123	Gm17181
ENSMUSG00000091466	Gm17183
ENSMUSG00000072574	Gm17184
ENSMUSG00000090603	Gm17186
ENSMUSG00000091011	Gm17187
ENSMUSG00000099115	Gm17190
ENSMUSG00000090448	Gm17192
ENSMUSG00000091507	Gm17194
ENSMUSG00000091534	Gm17195
ENSMUSG00000092040	Gm17198
ENSMUSG00000090331	Gm17199
ENSMUSG00000090351	Gm17204
ENSMUSG00000075469	Gm17205
ENSMUSG00000091216	Gm17208
ENSMUSG00000090941	Gm17212
ENSMUSG00000090743	Gm17213
ENSMUSG00000091315	Gm17214
ENSMUSG00000090341	Gm17217
ENSMUSG00000090855	Gm17219
ENSMUSG00000090684	Gm17221
ENSMUSG00000095512	Gm17222
ENSMUSG00000090318	Gm17223
ENSMUSG00000091426	Gm17228
ENSMUSG00000092051	Gm17229
ENSMUSG00000091730	Gm17230
ENSMUSG00000080180	Gm17235
NA	Gm17257
ENSMUSG00000094108	Gm17258
ENSMUSG00000094203	Gm17267
ENSMUSG00000092157	Gm17268
ENSMUSG00000090429	Gm17271
NA	Gm17296
ENSMUSG00000091096	Gm17304
null	Gm17305
ENSMUSG00000090317	Gm17324
ENSMUSG00000114022	Gm17330
ENSMUSG00000091195	Gm17332
ENSMUSG00000091193	Gm17333
ENSMUSG00000091191	Gm17334
ENSMUSG00000091604	Gm17349
ENSMUSG00000091685	Gm17359
ENSMUSG00000095850	Gm17361
ENSMUSG00000090853	Gm17364
ENSMUSG00000091723	Gm17366
ENSMUSG00000078197	Gm17374
ENSMUSG00000090718	Gm17376
ENSMUSG00000090790	Gm17377
ENSMUSG00000058625	Gm17383
ENSMUSG00000091441	Gm17387
ENSMUSG00000095261	Gm17391
ENSMUSG00000090408	Gm17402
null	Gm17404
ENSMUSG00000091922	Gm17409
ENSMUSG00000090489	Gm17415
ENSMUSG00000090485	Gm17416
ENSMUSG00000090728	Gm17420
ENSMUSG00000090726	Gm17421
ENSMUSG00000090889	Gm17428
ENSMUSG00000091285	Gm17430
null	Gm17449
ENSMUSG00000091419	Gm17450
ENSMUSG00000090439	Gm17455
ENSMUSG00000095108	Gm17467
ENSMUSG00000094252	Gm17469
ENSMUSG00000091008	Gm17472
ENSMUSG00000092004	Gm17482
ENSMUSG00000091312	Gm17490
ENSMUSG00000091423	Gm17509
ENSMUSG00000090460	Gm17511
ENSMUSG00000094864	Gm17521
ENSMUSG00000092093	Gm17528
ENSMUSG00000096736	Gm17535
ENSMUSG00000091058	Gm17538
ENSMUSG00000091732	Gm17541
ENSMUSG00000091731	Gm17542
ENSMUSG00000091159	Gm17545
ENSMUSG00000078648	Gm17546
ENSMUSG00000090353	Gm17555
null	Gm17567
ENSMUSG00000090592	Gm17571
ENSMUSG00000091548	Gm17572
null	Gm17576
ENSMUSG00000095034	Gm17577
ENSMUSG00000090808	Gm1758
ENSMUSG00000092123	Gm17581
ENSMUSG00000094044	Gm17584
ENSMUSG00000079600	Gm17604
ENSMUSG00000091306	Gm17606
ENSMUSG00000090497	Gm17611
null	Gm17615
ENSMUSG00000091768	Gm17617
ENSMUSG00000091109	Gm17622
ENSMUSG00000092047	Gm17631
ENSMUSG00000091272	Gm17641
ENSMUSG00000090441	Gm17651
ENSMUSG00000095743	Gm17654
ENSMUSG00000090963	Gm17655
ENSMUSG00000091614	Gm17657
ENSMUSG00000091034	Gm17660
ENSMUSG00000091037	Gm17661
ENSMUSG00000095386	Gm17662
ENSMUSG00000091695	Gm17669
ENSMUSG00000091174	Gm17677
ENSMUSG00000091248	Gm17689
ENSMUSG00000095965	Gm17693
ENSMUSG00000091952	Gm17709
ENSMUSG00000091367	Gm17711
ENSMUSG00000091041	Gm17720
ENSMUSG00000090738	Gm17727
ENSMUSG00000072968	Gm17728
ENSMUSG00000091744	Gm17732
ENSMUSG00000104841	Gm17743
ENSMUSG00000101935	Gm17748
ENSMUSG00000099732	Gm17752
ENSMUSG00000100744	Gm17764
ENSMUSG00000104031	Gm17771
ENSMUSG00000106454	Gm17775
ENSMUSG00000101154	Gm17777
ENSMUSG00000109318	Gm17780
ENSMUSG00000104261	Gm17781
ENSMUSG00000092366	Gm17782
ENSMUSG00000097987	Gm17786
ENSMUSG00000100842	Gm17790
ENSMUSG00000101449	Gm17791
ENSMUSG00000101729	Gm17796
ENSMUSG00000098130	Gm17797
ENSMUSG00000098147	Gm17798
ENSMUSG00000097945	Gm17799
ENSMUSG00000097950	Gm17800
ENSMUSG00000103876	Gm17806
ENSMUSG00000101814	Gm17807
ENSMUSG00000106878	Gm17808
ENSMUSG00000108577	Gm17811
ENSMUSG00000108125	Gm17812
ENSMUSG00000102093	Gm17813
ENSMUSG00000105093	Gm17815
ENSMUSG00000107934	Gm17822
ENSMUSG00000106402	Gm17824
ENSMUSG00000108681	Gm17825
ENSMUSG00000099423	Gm17826
ENSMUSG00000098893	Gm17828
ENSMUSG00000108729	Gm17831
ENSMUSG00000106484	Gm17833
ENSMUSG00000107574	Gm17834
ENSMUSG00000105281	Gm17835
ENSMUSG00000103444	Gm17836
ENSMUSG00000101685	Gm17837
ENSMUSG00000108326	Gm17838
ENSMUSG00000100831	Gm17847
ENSMUSG00000100380	Gm17867
ENSMUSG00000102870	Gm17868
ENSMUSG00000103698	Gm17877
ENSMUSG00000105792	Gm17887
ENSMUSG00000105930	Gm17889
ENSMUSG00000107491	Gm17893
ENSMUSG00000103549	Gm17895
ENSMUSG00000106806	Gm17906
ENSMUSG00000092526	Gm17907
ENSMUSG00000108745	Gm17908
ENSMUSG00000108833	Gm17909
ENSMUSG00000100515	Gm17916
ENSMUSG00000108445	Gm17918
ENSMUSG00000092293	Gm17919
ENSMUSG00000101151	Gm17929
ENSMUSG00000109384	Gm17931
ENSMUSG00000103848	Gm17934
ENSMUSG00000106460	Gm17935
ENSMUSG00000106664	Gm17936
ENSMUSG00000106142	Gm17937
ENSMUSG00000100060	Gm17944
ENSMUSG00000102105	Gm17946
ENSMUSG00000106006	Gm17951
ENSMUSG00000103600	Gm17952
ENSMUSG00000102438	Gm17953
ENSMUSG00000105836	Gm17954
ENSMUSG00000105793	Gm17956
ENSMUSG00000102446	Gm17965
ENSMUSG00000103471	Gm17966
ENSMUSG00000104390	Gm17967
ENSMUSG00000103018	Gm17968
ENSMUSG00000099591	Gm17969
ENSMUSG00000103230	Gm17970
ENSMUSG00000101122	Gm17971
ENSMUSG00000092245	Gm17973
ENSMUSG00000099008	Gm17976
ENSMUSG00000104564	Gm17977
ENSMUSG00000105088	Gm17978
ENSMUSG00000106172	Gm17979
ENSMUSG00000101135	Gm17981
ENSMUSG00000099934	Gm17983
ENSMUSG00000108647	Gm17984
ENSMUSG00000108556	Gm17987
ENSMUSG00000108982	Gm17988
ENSMUSG00000108862	Gm17991
ENSMUSG00000109553	Gm17992
ENSMUSG00000093581	Gm18006
ENSMUSG00000107664	Gm18007
ENSMUSG00000107505	Gm18009
ENSMUSG00000107727	Gm18010
ENSMUSG00000107916	Gm18011
ENSMUSG00000108110	Gm18012
ENSMUSG00000098275	Gm18014
ENSMUSG00000105067	Gm18018
ENSMUSG00000113756	Gm18025
ENSMUSG00000101235	Gm18033
ENSMUSG00000104251	Gm18036
ENSMUSG00000106118	Gm18038
ENSMUSG00000109360	Gm18049
ENSMUSG00000109138	Gm18052
ENSMUSG00000109269	Gm18054
ENSMUSG00000109259	Gm18055
ENSMUSG00000108879	Gm18056
ENSMUSG00000109092	Gm18057
ENSMUSG00000109263	Gm18058
ENSMUSG00000109411	Gm18059
ENSMUSG00000109043	Gm18060
ENSMUSG00000109169	Gm18061
ENSMUSG00000109098	Gm18062
ENSMUSG00000109024	Gm18063
ENSMUSG00000107074	Gm18100
ENSMUSG00000100530	Gm18117
ENSMUSG00000107356	Gm18118
ENSMUSG00000109339	Gm18127
ENSMUSG00000092554	Gm18128
ENSMUSG00000109451	Gm18129
ENSMUSG00000104959	Gm18131
ENSMUSG00000103601	Gm18150
ENSMUSG00000092488	Gm18159
ENSMUSG00000106084	Gm18163
ENSMUSG00000100132	Gm18177
ENSMUSG00000091277	Gm1818
ENSMUSG00000099342	Gm18180
ENSMUSG00000099943	Gm18181
ENSMUSG00000099571	Gm18182
ENSMUSG00000099671	Gm18183
ENSMUSG00000099892	Gm18185
ENSMUSG00000103059	Gm18186
ENSMUSG00000105722	Gm18187
ENSMUSG00000098900	Gm18190
ENSMUSG00000092523	Gm18191
ENSMUSG00000109182	Gm18195
ENSMUSG00000107972	Gm18198
