cell_name,frxn_cell.type_BEC_DDC,frxn_cell.type_BEC_normal,frxn_cell.type_Dendritic cell.Fetal_liver,frxn_cell.type_Erythroblast_Hbb_bs high.Embryonic_Mesenchyme,frxn_cell.type_Erythroblast_Klf1 high.Fetal_liver,frxn_cell.type_Erythroid Cell.Embryonic_Mesenchyme,frxn_cell.type_Ganglion cell_Mapt high.Embryonic_Mesenchyme,frxn_cell.type_Hepatocyte_DDC,frxn_cell.type_Hepatocyte_normal,frxn_cell.type_Macrophage.Embryonic_Mesenchyme,frxn_cell.type_MEF.Trophoblast_Stem_Cell,frxn_cell.type_Muscle.Embryonic_Mesenchyme,frxn_cell.type_Neuron_Igfbpl1 high.Embryonic_Mesenchyme,frxn_cell.type_Neutrophil_Elane high.Fetal_liver,frxn_cell.type_Stem and progenitor cell.Fetal_liver,frxn_cell.type_Stromal Cell_Agtr2 high.Embryonic_Mesenchyme,frxn_cell.type_Stromal Cell_Cnmd high.Embryonic_Mesenchyme,frxn_cell.type_Stromal cell_Cxcl12 high.Embryonic_Mesenchyme,frxn_cell.type_Stromal Cell_Cxcl14 high.Embryonic_Mesenchyme,frxn_cell.type_Stromal Cell_fabp7 high.Embryonic_Mesenchyme,Lagrangian,Error
Cell_415,2.79973284091948e-17,0,-5.76879079104064e-18,0.330838323171883,0.110832796042636,0.0859887597944814,1.30376250259143e-16,-3.10451018292842e-19,0.0469070975333632,8.5057828523155e-18,1.15382101793927e-17,-3.8800513882847e-17,7.43281120651847e-17,2.40430031701659e-17,-9.02118051600599e-17,2.04752291763872e-17,5.9201311970947e-17,-9.28035348121676e-17,-1.11487926465228e-16,-5.62500421232288e-17,0,828.707855624487
Cell_416,6.10496754432069e-20,3.3813362456879e-21,4.95502977539919e-17,0.107558715015298,0.554376347690617,-3.6329783457037e-18,5.46319504103827e-18,1.34866427731046e-17,-6.48699471079826e-18,-4.1135212209662e-18,0.0427436195676839,0.0219485226115278,-1.09885031653771e-19,-2.78941789315591e-17,1.86149548078697e-17,1.24830350757922e-17,0,7.49840690470706e-18,-5.56101605996999e-18,-7.54195212095002e-17,0,953.122115590993
Cell_417,-2.92984534454143e-18,4.34041898762503e-19,1.29004265192627e-18,0.0805486499345789,0.347361888365821,0.188866789777076,1.26644937876732e-17,7.97949086527211e-18,0,0.0266125100374091,-7.03437948124745e-18,3.13644990621331e-17,6.72086798357982e-18,4.73152575216779e-19,-2.29424643820441e-17,-3.85848431013288e-17,-1.36060867961065e-17,1.0091924026924e-16,6.56383060544072e-17,2.03340788214676e-19,0,886.825555283546
Cell_418,-1.01370050033038e-17,-8.15345095625921e-18,2.71050543121376e-20,0.398890308240149,0.0960855875156497,0.0591315011719124,-2.08645371226384e-18,5.65989568694855e-21,3.21318437058731e-19,4.75203762166559e-18,6.86140214507076e-18,-4.90082376775668e-17,1.65683488487345e-17,-1.71105595997869e-17,1.47259241370266e-16,-2.91365956190216e-17,-9.91947698075507e-17,1.47056260888743e-17,-8.65872742534367e-17,-6.52222160367665e-17,0,836.132779738707
Cell_419,0,2.22288267095725e-18,3.89177500723061e-18,0.260620237265677,0.242996812318992,0.0609302029702841,1.40010714006563e-18,6.54517407503033e-18,9.40608090560929e-18,-5.67441880185856e-18,-1.0407941990968e-17,-5.04452975201765e-17,3.85396512617391e-17,1.54508410963925e-18,-3.858421785691e-17,1.49166020654487e-17,8.88501058444104e-17,2.23187782709052e-17,2.01483179130621e-17,5.24281431860878e-19,0,860.90783776609
Cell_420,-1.5673002198481e-17,9.07671270207598e-18,-8.17999968801817e-18,0.2936873466311,0.17296965048807,0.0459348296063401,-7.49547610475016e-18,0,-1.03524051571396e-17,1.43752889091911e-17,-8.89394396962464e-17,-5.98797579498995e-18,-4.76397881933757e-18,1.40699610662656e-17,-2.10861241787667e-17,1.73167800446433e-17,-7.09754614348242e-17,-3.68620215170653e-17,-2.05395349934411e-17,-1.14028416146456e-17,0,782.100719414168
Cell_421,3.60457460819283e-18,-2.62910899555158e-18,-4.66051267939506e-20,3.81113464672836e-18,0.552951249615267,-3.09767426482642e-19,4.22076088283585e-18,-1.21544878580901e-18,0,9.19172123879363e-18,4.57576781250707e-19,-2.03508479543205e-18,-3.93870170595031e-19,0.074584763505394,1.35787402060378e-17,3.94614319595953e-18,-9.5395148021277e-18,2.0864012830637e-18,-8.80295788577399e-18,0.0321571436487918,0,964.32689180394
Cell_422,0,1.89192710551336e-18,-1.23629481929543e-18,0.158857778331582,0.56964091891198,-3.11752370259872e-18,8.68423249373544e-18,1.36698751566671e-17,9.63418672866278e-19,-4.2676997558908e-18,-1.75694774627597e-18,5.25851399623761e-17,4.35674638301339e-18,0,-3.3281947024934e-18,-3.10322654592396e-17,1.48422216470109e-19,4.16317164977573e-17,7.10171390840213e-18,-2.20433909344296e-17,0,934.106086648735
Cell_423,6.28018981958448e-18,-2.3534689176864e-18,1.90641648835552e-17,0.221512509569231,0.204511414073624,0.168808775510865,-3.27023010711482e-18,0,3.51886445149206e-18,4.02151585380634e-19,2.30976680805036e-18,-5.95579594468513e-17,-3.52412925375424e-18,-1.09167301205891e-18,-9.65415635680666e-18,2.30749668774799e-18,3.61069945310177e-17,1.68553511131489e-17,1.54085343544805e-17,-3.26041834209362e-18,0,876.065902174285
Cell_424,1.18743735341594e-17,6.26585141923748e-18,6.44897772502656e-18,0.437758827506257,-6.73870461381225e-19,0.0959002056968609,-8.49443916264665e-20,0,0.017094384647515,0,-2.8982657304934e-19,-5.25645089252073e-17,1.38777878078145e-17,2.29972170874304e-17,-3.49858007700918e-19,-1.81754722772541e-17,5.70968059103869e-18,2.90999823761476e-17,7.35407838514941e-17,3.82357359055025e-17,0,790.682880734551
Cell_425,3.91348685993823e-18,-7.49816907179182e-18,-2.22953380108885e-18,0.210070024694603,0.325980172997853,0.043349868868608,-6.25624249514715e-17,1.12149606317472e-17,0,-9.04663069073322e-18,-2.79941159881325e-18,-3.65243232101215e-17,-6.753537102245e-18,1.11542003768067e-17,-7.08464094635444e-19,2.11463787203945e-17,-1.68697683857372e-17,-1.69045620999276e-17,1.63801971574368e-17,8.96764953557004e-18,0,865.496159389114
Cell_426,2.97345908437908e-18,8.15078417697755e-18,0,0.244359564423123,0.225429925988703,0.107895949656286,-1.07680469785192e-17,6.4480588248486e-19,-2.72150828431603e-18,2.08507589449369e-18,-1.2266276218326e-17,-3.81414650632646e-17,2.87128495087534e-17,0,-1.08133067880513e-17,-4.67058267769641e-17,-1.81819037879243e-17,3.35934879984239e-17,-3.9455512797036e-17,-3.80097613603795e-18,0,834.636146249134
Cell_427,-1.69175669951562e-18,-1.92395286220895e-17,0.0403282019868373,0.326525437943218,0.0654012572477614,0.17338077003962,-3.79962094713683e-17,0,-5.28363693278452e-19,2.07064250579159e-18,1.77978846082525e-17,-2.13207280152837e-17,-2.7584876309402e-17,-7.79832927539812e-17,-4.71160755653803e-18,3.66314579840204e-17,2.56778555169359e-18,-4.90731408824314e-17,1.13576657215965e-16,5.17834441830444e-17,0,819.596707044183
Cell_428,-3.05423186330529e-17,-2.19423132009951e-18,-3.0619614681827e-17,0.293032157981763,0.042000463939518,0.193613353013015,1.57976944374117e-16,0,0.0114050107201138,3.24810459059946e-17,8.53802364022382e-18,-7.9638694405181e-17,1.03523208639987e-18,2.65964781055268e-17,5.27328251677643e-17,0,-2.68698567529398e-17,-1.27379509568554e-17,-2.73361903761506e-17,-5.58983367547309e-17,0,772.481635645422
Cell_429,0.0146573867147532,2.48717961555683e-20,0,0.0284906532189686,0.545214406678234,0.0112132526354594,-3.86501916445375e-17,8.55929053628841e-20,-5.05539510082994e-19,0.0243188118303274,-1.07439577211552e-19,-2.77334938869101e-18,0.0264524854528923,2.8255672658666e-18,3.98018457610984e-18,-8.04035980587024e-18,-8.18448792414745e-20,4.19389838019333e-17,-4.19437075083371e-18,-5.90238194510726e-18,0,984.896536274825
Cell_430,9.33484558130074e-18,1.71242838206097e-18,-6.77773932660648e-18,0.0564858140077047,0.478648029803115,0.030345662543288,2.63810864553744e-18,2.60929894571014e-19,0,0.0160284325843824,0.0152563263729626,-2.66388213454761e-17,-3.0697118264798e-17,3.71504787549338e-18,0.0763943546750796,1.46586569460577e-17,2.50726687989853e-18,-5.87053373491443e-17,0,-2.85317222782295e-17,0,930.626358194472
Cell_431,1.21153675621685e-18,0.00301438462631518,-1.76393534219681e-18,0.0467960221498584,0.572300953077687,0.0339659956922135,2.48543980432446e-17,4.31844066698265e-19,1.59699059433869e-19,-1.05913972654304e-17,9.14337100092977e-19,0,-9.98454863907339e-18,0.0138220236904228,8.92887084913107e-19,1.29950135232479e-17,0.00469505572174548,-1.35869520020619e-17,2.51878877772964e-17,2.4328905234393e-17,0,935.278129703586
Cell_432,8.1842191424609e-19,9.69960643680183e-18,2.08955373443342e-17,0.400249892134615,-1.63985880769001e-16,0.174627413127911,-5.97752142230227e-17,0,0,2.96845211694725e-18,6.41798294867078e-19,-1.39760685952172e-16,5.83460071461978e-17,-5.96790981475153e-17,2.6995275804044e-16,-1.18281179316792e-17,9.04278065262771e-18,-6.66788745945931e-17,0,-8.67226193275196e-17,0,771.942141882511
Cell_433,1.75912956327721e-18,3.39462377545963e-19,4.50612807221868e-18,0.198657118701522,0.24068883150153,7.00354658013619e-18,-1.91510585083289e-18,6.31465902294569e-18,0.0070217642287647,3.66424499539884e-19,0.00677696050340198,0.023095956620032,1.32155751252963e-17,1.01026171172161e-17,0.159137978788407,8.71903488403458e-18,0.00240091906569976,0.0432070372123858,1.8285465066898e-17,0,0,936.599398103008
Cell_434,6.39340578798048e-18,-2.13470226347741e-18,-1.6408207929523e-17,0.344493964331518,0.251528496373477,0.01694351873838,-8.111716590652e-18,-8.56998229422262e-19,0,-1.58691468965604e-18,3.43388913228087e-18,-5.31709275662794e-17,2.22152611367944e-17,-7.3211944129018e-18,-1.08245277674981e-19,2.07658848184383e-17,-2.82214634938169e-17,-3.17592842583053e-17,5.31558596186881e-17,1.90228694880993e-17,0,866.775290634904
Cell_435,-8.33993900079497e-18,6.64629602336025e-20,0.0978136625371085,0.140952936794798,0.339567763639015,0.0813005095244294,1.76415229791049e-17,1.73472347597681e-18,-2.18464337810792e-18,-5.59963544982712e-20,2.25255203402469e-18,-8.20357811045337e-17,-1.00386491673473e-18,0.00303250727283775,-2.54666212715877e-17,-1.5662306311187e-17,1.52280537347712e-17,1.46393774230208e-17,-3.38514812717837e-17,4.23891196632949e-18,0,921.305977007775
Cell_436,0,2.58043162041615e-20,-2.02402198871474e-18,-6.88422086185663e-18,0.631889432745711,1.12043417437449e-17,3.1538371003843e-18,0.0147427960860651,8.77388570720313e-18,-7.62825204406195e-19,-1.4882890166742e-18,-2.69586443765419e-18,1.63705739315574e-17,0.0564550898856479,2.15805116903231e-18,-2.9791969191787e-17,-1.34052211680881e-17,-2.9341206797014e-18,-6.23338712854145e-17,-5.48230060474586e-19,0,999.100491496348
Cell_437,-1.11118220285893e-18,-5.7917958973234e-18,-5.3281573660325e-17,0.332516047851064,0,0.193545090250454,-2.44738939175065e-19,1.14429251980674e-19,0.0120420201676232,-1.02531744881038e-17,2.95409814026442e-17,-4.4393883751983e-17,0,1.18741066278044e-16,-1.20470390428262e-18,-1.40133854869717e-17,1.59541133421941e-17,-8.11614171156472e-18,4.8643034124396e-17,-3.34300191899746e-18,0,772.14059648086
Cell_438,-2.3953165423301e-17,-5.66794475521485e-18,5.44929062405902e-17,0.402752219937886,1.40714068665991e-18,0.112717599713615,-5.75401686000101e-18,0.0648225446087007,0,-2.781281800002e-19,3.16478113054422e-17,-1.20889923407687e-16,-5.96773807329764e-17,0,-8.26924709252304e-17,-9.31970113394975e-18,-6.26057591140529e-18,6.36343972944786e-17,-1.93515729882672e-17,1.02926807377218e-16,0,803.790141620327
Cell_439,-1.76046522144464e-17,8.43868971126564e-18,5.92477079580758e-18,0.367969666997633,0.323578486780427,0,-3.50146456738333e-18,2.07595305947997e-18,-2.37253831142528e-18,-1.54916079227045e-18,7.27845642483123e-19,-7.76674250827995e-19,3.26117307617098e-18,1.61069877594426e-17,-7.34132238026612e-18,-7.12910522595137e-19,5.77467345191539e-18,1.17995588728125e-18,0,-1.63741551914668e-17,0,895.996130262937
Cell_440,-5.33137878116038e-19,0,2.58107863204985e-17,0.113602802827789,0.541395851189916,1.21694980669619e-18,0.0116851359567571,-8.20516703413676e-18,-2.30130615287819e-19,5.50672667970806e-18,-9.31139862392552e-19,5.63296826011981e-18,-4.66691189168552e-18,0.00542532472560368,-6.50556231490025e-18,4.56292443058773e-17,-2.2742305689191e-18,1.57993189788583e-17,0,-4.1271354040449e-17,0,931.962738811835
Cell_441,2.52741106294871e-19,-3.61056380807773e-18,-1.79181911531257e-17,0.306891336582814,0.387518473307269,-2.62121216052601e-18,-1.49707719105244e-18,-2.16781790565138e-18,0,4.58058399942236e-18,-1.41039759435743e-17,-2.38380686786446e-17,-1.38892882041254e-18,2.1433555677519e-17,0,-1.06034121553093e-18,-9.40282722988415e-19,2.46073615088395e-17,-1.83164551901889e-18,0,0,916.686112865294
Cell_442,-1.99486103513874e-17,9.53609740016801e-18,-1.88212196529171e-17,-1.64356608262123e-17,0.578931823402199,-6.13992866375756e-18,-5.19566773993592e-18,-1.56073208112477e-17,0,9.25419582495526e-18,0.020666313351165,0.0881425590646143,-1.66426186339053e-17,-3.94217953252787e-17,-8.66702274614297e-18,5.9503851162623e-17,0.0183797012804089,-7.75743082876047e-18,-8.47335620504416e-18,-5.96461760950009e-17,0,962.9931445401
Cell_443,-1.44908281822352e-17,2.55872191308936e-18,0.0164010437147028,0.218312890538946,0.123930536975605,0.176361649083039,-4.65252126480291e-17,0,-3.70550914341723e-18,-6.11013163973561e-19,0,-6.70008815328939e-17,3.4527973515609e-20,6.20523828213282e-18,-4.83644658087367e-18,0,-1.24235947881726e-17,3.67021803461383e-18,1.75377447550698e-17,-1.2109511242664e-17,0,793.070939035988
Cell_444,1.99536891944978e-17,-4.28267560494278e-19,0.00990057400256121,0.402933218403467,0.226052505534451,9.99441603988257e-18,-2.94312129840722e-17,-4.00241647333082e-20,0,-2.6479835529911e-17,-2.00312685614254e-17,-3.5551572644579e-17,-9.07214145436776e-18,-6.51349588968832e-18,-3.60289643810526e-17,9.95464119526761e-18,-1.3097037261405e-17,-2.43741813882499e-17,3.03834420538193e-18,-1.38483138248616e-17,0,882.274435482953
Cell_445,6.10603897361686e-18,3.54570967295065e-19,1.07636571305813e-16,0.440826460109852,0.135895439219773,0.0235691501942068,5.3812972402541e-17,0.00158060472132026,0,4.70004138141327e-18,-4.62193116634057e-17,-4.91413453488057e-17,2.81339596551059e-18,5.36897450753648e-17,-1.68892921938973e-16,0,6.42695564863295e-18,4.41598340840155e-17,-4.51671071232903e-17,-1.44133817493389e-17,0,832.766607756555
Cell_446,4.05527101990359e-18,1.64898873005561e-18,-2.86508328729258e-17,-9.65158560854362e-18,0.492770621893619,5.42101086242752e-20,-9.05627075570763e-18,4.96789507700048e-18,1.35424689375157e-20,1.77436388617057e-17,0.091235173411156,0.0542424235016715,4.28550364960166e-18,0.0348219311228398,0.0432006478943431,7.42874708419107e-18,-4.16917913733446e-18,1.31085213844851e-17,-1.13405830784607e-17,2.03630774978752e-17,0,961.831584171762
Cell_447,0.00634982987803187,0.0133584084803492,9.30131943577549e-19,0.199251255277564,0.49991923545554,0.000836474466839161,1.6233725122936e-18,-6.86172755736678e-20,-2.89918185835749e-19,-6.24873949736895e-19,1.11451972608065e-17,-1.62195729528394e-17,0,6.8031169662977e-18,-2.27174803706351e-19,1.72794401533601e-17,-1.81975288642248e-18,9.93711733229549e-18,-4.23644140874463e-18,3.28652561672314e-19,0,971.030297923672
Cell_448,5.58425652746271e-18,1.95855718290346e-18,0.0235851892256883,0.324998872769585,0.231654975591559,0.065127057960295,8.11704308744091e-18,1.69654465519893e-18,0,-9.01994901773052e-18,-2.88980988781445e-18,2.83587388090075e-17,-2.19370844841052e-17,-7.74761404526994e-17,-4.42783318037427e-17,-1.24558736320207e-17,2.18157193485213e-18,4.01180546860038e-17,-5.75390033167797e-17,4.05698018552993e-18,0,906.578939683029
Cell_449,-1.02300548227288e-17,1.54571195653995e-18,-2.08052644478206e-17,3.06639833111819e-17,0.587368861937086,1.60716573001644e-17,-2.15858133307639e-17,-2.39466678368025e-17,-3.46944695195361e-18,-1.59338685948312e-17,3.99010027787311e-18,0.137224336572894,-9.60965940064375e-19,4.59463915294874e-18,0.045361195011708,5.51747001374547e-17,1.33221349741102e-17,-9.67262739970908e-17,-7.07883343036989e-18,-3.4863005813818e-17,0,975.752249216438
Cell_450,-1.355427407002e-17,1.72630803625423e-18,2.63137969055519e-17,0.371625108190512,0.254989264845611,-3.48674140419461e-18,8.52963980838464e-18,-1.64013540651448e-17,0,6.74224048151064e-18,2.41628272006524e-18,-6.02936550734672e-17,-2.19321020532833e-17,-1.40577393232517e-17,-1.31194826169061e-18,1.36503160185345e-17,-2.66624912067466e-17,-5.1084158969854e-17,2.05406655369252e-17,0,0,896.516178843432
Cell_451,3.02759070812387e-19,8.70723721702428e-18,2.85779176421388e-17,5.65990138267452e-19,-1.65360623311259e-17,0.396203339566792,4.65096249972851e-18,-8.31631688223248e-18,0.00165443599577983,0,0.0132890717918134,0.363618819998885,8.17433363890721e-18,7.93556336204017e-18,1.34032501126172e-17,-2.7099954348649e-17,0.112842125968739,-6.41397924207992e-18,0.00386911981859296,-3.47064546204108e-18,0,946.038086527934
Cell_452,-4.24848649562562e-18,-4.24672526535145e-18,0,1.7641505451666e-18,0.0359531510868127,0.418563828754331,5.709037376209e-17,-3.9163832369642e-17,1.00555960477055e-18,-1.81375585623837e-17,-5.81745650490042e-18,0.41132686755527,-2.42537767321009e-18,1.71538119277526e-17,0.0493637990954407,-3.15660980556195e-18,-2.69064035511772e-18,-1.00802391170468e-16,-2.84918314417444e-17,-3.63240553050121e-17,0,925.249183792741
Cell_453,0.00875559735561465,2.81219138661377e-19,3.30061611323706e-17,-7.51524591236772e-18,2.65543045725271e-17,0.416828076128992,6.31067792140195e-18,5.14498227571412e-18,2.22503258114767e-17,9.57050150995196e-18,3.46944695195361e-18,0.119304276881819,5.72023997181239e-17,-1.43274608087152e-17,-4.34444262919477e-18,-1.44316844158735e-17,0.182644477791751,0.143835228443719,-3.99315796815854e-18,7.17069685314168e-18,0,972.72051411782
Cell_454,5.70468467561857e-18,8.55984938496774e-20,-1.70340609175805e-17,2.05925564937202e-18,6.60277434472738e-17,0.410763886316966,7.37042489853716e-19,1.07299037123292e-17,-1.31312552872885e-17,0,0.0664756370017655,0.271851005656083,-1.56837957180578e-17,4.46066630687387e-17,-7.57599218944395e-17,0.0864046119005728,0.00796488982927209,-4.83389750488546e-17,-1.51749971525818e-18,6.04166419598492e-18,0,962.380699442794
Cell_455,7.19959764268342e-20,-5.8715636093352e-18,3.16926884763114e-17,0,3.38070701349471e-17,0.429821046585902,3.86492248189803e-18,-9.26523041840245e-18,2.15510543970011e-18,-5.04646505540807e-18,-1.66504667629115e-17,0.254479985693444,0.0568238486266212,1.50485231707687e-17,1.19624573036862e-18,0.0530154828083581,0.0315097273149009,0.00840444730195698,-5.651691490866e-18,4.92978139107156e-18,0,967.341129958045
Cell_456,2.51883664994997e-17,1.64132069030544e-18,-3.14885911486944e-17,-3.30451711096248e-17,-5.85699857813119e-17,0.707119029659457,-2.17048467317001e-16,-8.22974163761385e-18,0,-4.10476521988304e-17,-3.21756037002837e-17,1.38107103945271e-16,-5.57193312467299e-17,-7.21736843454784e-17,-1.09630157724394e-16,-1.75452550014354e-17,4.87088222813359e-17,7.98646754859501e-17,8.05216493864998e-17,-1.12981696894515e-16,0,779.199339865305
Cell_457,-3.41317866618084e-18,3.44496371498461e-18,-2.6524360745051e-17,0,-2.92669969143277e-17,0.711606968367009,-6.35207717165855e-17,-2.33539615007039e-18,0,1.61473167429213e-17,-2.42309109006223e-17,5.08911545880666e-17,3.22505847253756e-17,-4.3929890316173e-17,-1.06070972017335e-16,2.63695041498238e-17,-4.78861517300778e-17,1.84495206537327e-18,-3.28464220725893e-17,1.48942684798727e-17,0,804.926099193596
Cell_458,-1.70895921940619e-18,-4.71445786341146e-18,-2.90238067955129e-17,0,-4.8971648955718e-17,0.74787417492148,2.30054997043244e-19,3.88918014521318e-18,4.56723231134485e-20,5.56329472843024e-18,-3.7581676299408e-17,-6.58463825440621e-17,3.12798315541662e-16,4.47780314939956e-17,-1.42423600805799e-17,-5.07471272717131e-17,-6.37629681897662e-17,6.10406038224883e-17,0,-1.80487472819414e-17,0,832.145196212408
Cell_459,0,-9.98946418002184e-19,1.26120458185886e-17,0.0801080543910895,-2.24191758531703e-17,0.687185893924198,-7.11664890968322e-19,7.73876003413242e-18,-6.00599867225706e-18,-3.76358297545051e-18,-3.21322663057835e-17,0,-1.17550999089415e-17,6.96463214605726e-18,3.78549522419468e-17,-3.06913177621608e-17,0,-3.96934777119011e-18,0,0,0,849.949038903435
Cell_460,0.021373502925739,0,1.30651174686012e-17,-2.08726409166156e-17,3.62538537977901e-17,0.519460725928319,9.87107231596738e-18,-1.80356039355176e-17,4.57942774782295e-19,1.12572793515911e-22,-1.14898008531293e-19,2.40155744419469e-17,-7.97081709857703e-18,1.37713145067996e-17,7.08191263661087e-19,0.153504690810629,0.170203392077238,4.30866820424607e-18,8.09197909845526e-18,7.73465481152803e-18,0,979.921967291105
Cell_461,3.12314982791474e-17,2.31321997912691e-19,-9.83670361893505e-18,2.61491892124784e-17,4.79807188443189e-18,0.712778872723106,5.68352070260374e-17,0,-1.75911078833849e-17,2.53163335644161e-17,-1.66263358400956e-17,-9.48050997748457e-17,-4.20088845746092e-17,-7.80328936032362e-18,-2.80809819983188e-17,6.4355955348888e-17,1.93385353850423e-18,-5.77732987279225e-17,-1.57901626318569e-17,-1.64351023259523e-17,0,803.082317064035
Cell_462,5.04391377996092e-18,1.5245169474052e-19,-7.36779948160551e-19,0,-1.05892376707572e-17,0.687661429908638,-3.5294135364258e-17,-1.07219524147294e-17,-9.67817378921284e-19,-5.51256969464344e-17,9.49996944006127e-18,2.296443954328e-16,-1.00900588290348e-16,-2.6103911890357e-18,4.80350748271989e-17,1.25788976390803e-16,-6.55992186047634e-17,-3.1536436389691e-16,-1.09922938434165e-16,-8.60495802628965e-17,0,798.995377779922
Cell_463,5.11213190200624e-17,-1.41585560038846e-18,-4.41118036021373e-18,-3.04904046785045e-18,1.15728434042789e-16,0.60366182744016,-1.0952921005798e-16,0,-1.73626377159054e-16,2.4383122614122e-18,2.95674955438375e-17,-1.03359019886787e-16,-1.09733445057053e-16,3.89182742971343e-17,-5.86538181250783e-17,1.64629532489177e-16,-1.04441898913631e-17,-4.37173034120569e-17,-5.97160980621671e-17,6.9848409549614e-17,0,724.133214529696
Cell_464,1.33713621459378e-17,6.3295418515188e-19,2.56670775049751e-17,-8.09411494361762e-18,-3.8762909803031e-19,0.744767296436144,-9.05350878866193e-19,0,1.99359328158897e-18,1.25108274327611e-18,0,-9.91343180533828e-17,0,0,-6.2985306231256e-17,1.69167118119585e-17,9.6730517382564e-17,5.68846187118495e-17,-4.34448126849682e-17,1.26903923239463e-17,0,847.841117372207
Cell_465,-1.15555456507794e-17,-1.48879066697394e-17,2.10635730884814e-18,0.34716794765592,-1.58925930413323e-16,0.414305036264343,2.95823160231864e-17,0,-6.93903046825784e-17,4.57961341233934e-18,-2.21033026148327e-17,8.19743392428186e-17,-8.03630565570704e-17,-1.25978150332728e-16,1.4483688130147e-16,-2.36235121771298e-16,1.78133740254169e-17,2.12111119229054e-17,0,-6.96673212845754e-17,0,850.264767450494
Cell_466,1.25174059453851e-19,-8.88977451635708e-19,-8.72686702291844e-17,5.82027033265658e-18,-2.8824616823265e-17,0.635082296871533,2.53894508933397e-17,0,1.46085334679645e-17,-6.60190498914168e-18,3.19140334070816e-17,-2.02166451885846e-16,5.29199073792809e-17,6.96121311524726e-17,-5.54285546253268e-17,3.21181414454623e-17,-6.86137313096817e-17,5.95606925120704e-18,-2.77555756156289e-17,-5.51609630691009e-17,0,742.307077609373
Cell_467,3.10007135574352e-17,1.50884504907779e-17,2.38623061159165e-17,-4.2161247502914e-17,-5.99358117062026e-17,0.664629130341184,1.59162170147004e-17,0,-2.00396363714284e-17,1.42465735227602e-18,-1.38777878078145e-17,-3.47053252430775e-17,-1.84092982589117e-17,4.58431260466843e-17,8.64646259454794e-18,-7.03170539404265e-17,8.70447544612135e-17,-1.15341095523262e-16,-1.26871463991503e-18,-2.01238883091242e-17,0,755.654687306933
Cell_468,2.29242946583447e-17,4.09963207361449e-18,3.07783160387712e-17,0.0205377979231401,-6.95925859899501e-18,0.620074572299291,2.13887131656241e-17,0,-1.32449221130586e-18,-3.91729487967916e-17,-8.82470624796005e-18,-3.45255266804407e-17,-5.63305071753915e-17,5.42083759912844e-17,-2.58967342202581e-18,-2.22967094629845e-17,-4.11803267999534e-17,-4.82730426594975e-17,-3.18563106579856e-17,-9.26186911364313e-18,0,773.428851106979
Cell_469,-3.04973274913643e-17,2.48069005815704e-18,3.21679264939085e-18,-3.96625551944114e-18,2.7438649791576e-17,0.698906081919804,-7.58282196331583e-17,0,-2.48192418119966e-18,1.76671926475363e-17,-2.70163955796753e-17,-7.19658584634222e-17,9.37272856496538e-17,1.32423791489869e-17,-1.89899910078585e-17,-2.65812486279833e-17,2.51299739739442e-17,7.92997441732804e-18,9.67556673214919e-17,-5.28827383732139e-17,0,846.746934168724
Cell_470,5.7819172787564e-18,-1.3025198667696e-19,-2.14366524546827e-16,1.14852598297331e-18,9.84368612655056e-18,0.613055523303261,-5.93652796583779e-17,0,3.27065870551125e-17,-9.09306219296702e-18,7.98659968453369e-17,6.00430627575038e-17,5.97682738311665e-17,-7.49753627689914e-17,-6.24629333725148e-17,8.80982241066264e-17,2.76300948776592e-17,-1.04025272602003e-16,0,4.89805661032017e-17,0,735.688222636712
Cell_471,8.79462823232447e-18,1.68397557009412e-19,-3.74359893505362e-17,2.45306762282176e-17,3.2929780302246e-17,0.604779602580359,5.74947468462141e-17,6.4629313635096e-18,0,-1.99777892738014e-17,6.36505415045492e-18,-2.09020424817228e-17,2.9899502211533e-17,-2.28830611597176e-17,-4.59994313632495e-19,3.31181910104893e-19,-1.58613406670273e-17,1.03321831266989e-17,3.13996556912253e-17,-7.86147954247702e-18,0,738.418663804381
Cell_472,3.30474334729118e-17,9.17673469680223e-19,-2.20336956989987e-17,0.0721866098387533,1.23480555423216e-17,0.579636305306098,-1.44609960288452e-16,2.71938724333083e-17,0,-1.94599806921418e-19,-4.64674506889103e-17,-1.23054639606638e-16,4.43644426280629e-17,-4.09593898787991e-18,0,-8.731096353905e-17,2.60975136061136e-17,-3.44027888835008e-17,0,-9.08013782129745e-19,0,785.518894833234
Cell_473,1.64425734980996e-17,-1.24613014700681e-18,-3.041461170775e-17,0,-9.2490141041164e-18,0.684533248294801,5.50545892370054e-17,-2.33909833519184e-18,0.0097898967397496,3.56101793036588e-18,-1.1688603637845e-17,9.39561624798057e-17,-2.38950268532015e-17,1.71555142010836e-18,7.85091860006241e-17,2.83240323223926e-17,2.7087698168986e-17,1.13743749764263e-16,0,-4.3131072783635e-17,0,821.316199506541
Cell_474,3.80780680049485e-18,-1.45131257801295e-18,-4.5163655526909e-17,-6.15242954464044e-18,2.61017276180878e-17,0.696646077480817,-1.46187614216227e-16,0,2.24049108113478e-17,-2.80818786204546e-19,-5.04739199803829e-18,-3.0992058499546e-17,3.35414549124987e-17,-7.18024050468501e-17,-2.37061483183214e-18,2.0283119683135e-17,5.40826818950923e-17,-2.76050889478059e-16,-6.06459161442652e-17,-1.05890798978358e-16,0,818.091701889128
